nodeid,voltage,current,power,energy,pf,frequency,relay,timestamp_ist
NODE_3,216.5,0.402,46.8,17.564,0.54,49.9,ON,'2025-12-10 16:50:52
NODE_3,216.2,0.426,49.2,17.565,0.53,49.9,ON,'2025-12-10 16:51:02
NODE_3,215.4,0.389,43.4,17.565,0.52,49.9,ON,'2025-12-10 16:51:12
NODE_3,216.4,0.374,41.6,17.565,0.51,49.9,ON,'2025-12-10 16:51:22
NODE_3,216.4,0.367,39.6,17.565,0.5,49.9,ON,'2025-12-10 16:51:32
NODE_3,216,0.379,41.8,17.565,0.51,49.9,ON,'2025-12-10 16:51:42
NODE_3,215.6,0.394,43.4,17.565,0.51,49.9,ON,'2025-12-10 16:51:52
NODE_3,215.6,0.378,41.8,17.565,0.51,49.8,ON,'2025-12-10 16:52:02
NODE_3,216,0.363,39.4,17.565,0.5,49.9,ON,'2025-12-10 16:52:12
NODE_3,216.7,0.421,47.2,17.565,0.52,49.9,ON,'2025-12-10 16:52:22
NODE_3,216.1,0.401,45.1,17.565,0.52,49.9,ON,'2025-12-10 16:52:32
NODE_3,215.1,0.373,40.5,17.566,0.5,49.9,ON,'2025-12-10 16:52:42
NODE_3,215,0.364,39,17.566,0.5,49.8,ON,'2025-12-10 16:52:52
NODE_3,215.6,0.363,39.4,17.566,0.5,49.8,ON,'2025-12-10 16:53:02
NODE_3,214.8,0.381,41.6,17.566,0.51,49.8,ON,'2025-12-10 16:53:12
NODE_3,215.6,0.395,43.7,17.566,0.51,49.8,ON,'2025-12-10 16:53:22
NODE_3,215.4,0.383,41.9,17.566,0.51,49.8,ON,'2025-12-10 16:53:32
NODE_3,215.1,0.378,41.4,17.566,0.51,49.8,ON,'2025-12-10 16:53:42
NODE_3,216,0.374,41.2,17.566,0.51,49.8,ON,'2025-12-10 16:53:52
NODE_3,215.8,0.381,41.3,17.567,0.5,49.8,ON,'2025-12-10 16:54:02
NODE_3,214.8,0.39,43.2,17.567,0.52,49.8,ON,'2025-12-10 16:54:12
NODE_3,215,0.393,43,17.567,0.51,49.8,ON,'2025-12-10 16:54:22
NODE_3,215.6,0.384,42.3,17.567,0.51,49.8,ON,'2025-12-10 16:54:32
NODE_3,216,0.389,42.8,17.567,0.51,49.8,ON,'2025-12-10 16:54:42
NODE_3,215.8,0.418,48.6,17.567,0.54,49.7,ON,'2025-12-10 16:54:52
NODE_3,215.1,0.359,38.9,17.567,0.5,49.8,ON,'2025-12-10 16:55:02
NODE_3,214.6,0.394,43.3,17.568,0.51,49.7,ON,'2025-12-10 16:55:13
NODE_3,215.3,0.417,48.2,17.568,0.54,49.8,ON,'2025-12-10 16:55:23
NODE_3,215.6,0.443,54.1,17.568,0.57,49.8,ON,'2025-12-10 16:55:34
NODE_3,215,0.399,46.8,17.568,0.55,49.7,ON,'2025-12-10 16:55:44
NODE_3,214.6,0.379,44.4,17.568,0.55,49.7,ON,'2025-12-10 16:55:54
NODE_3,216.1,0.389,44.4,17.568,0.53,49.7,ON,'2025-12-10 16:56:05
NODE_3,215.8,0.392,45.8,17.568,0.54,49.8,ON,'2025-12-10 16:56:15
NODE_3,215.6,0.386,43.3,17.568,0.52,49.8,ON,'2025-12-10 16:56:26
NODE_3,215.7,0.396,44.5,17.569,0.52,49.8,ON,'2025-12-10 16:56:36
NODE_3,215,0.42,48.3,17.569,0.53,49.8,ON,'2025-12-10 16:56:47
NODE_3,214.8,0.364,39.7,17.569,0.51,49.8,ON,'2025-12-10 16:56:58
NODE_3,215.1,0.367,39.9,17.569,0.51,49.8,ON,'2025-12-10 16:57:09
NODE_3,215.9,0.377,42.1,17.569,0.52,49.8,ON,'2025-12-10 16:57:19
NODE_3,216.3,0.383,41.8,17.569,0.5,49.8,ON,'2025-12-10 16:57:30
NODE_3,215.2,0.364,38.4,17.569,0.49,49.8,ON,'2025-12-10 16:57:41
NODE_3,216.1,0.397,45.2,17.57,0.53,49.9,ON,'2025-12-10 16:57:52
NODE_3,215.9,0.368,40.7,17.57,0.51,49.9,ON,'2025-12-10 16:58:02
NODE_3,215.4,0.406,47.2,17.57,0.54,49.8,ON,'2025-12-10 16:58:13
NODE_3,215.3,0.395,44.6,17.57,0.52,49.9,ON,'2025-12-10 16:58:23
NODE_3,215.1,0.429,50.6,17.57,0.55,49.9,ON,'2025-12-10 16:58:34
NODE_3,215.4,0.374,42.9,17.57,0.53,49.9,ON,'2025-12-10 16:58:44
NODE_3,216,0.386,45.3,17.57,0.54,49.9,ON,'2025-12-10 16:58:55
NODE_3,216.3,0.383,43.6,17.571,0.53,49.9,ON,'2025-12-10 16:59:05
NODE_3,217,0.394,47.1,17.571,0.55,49.9,ON,'2025-12-10 16:59:15
NODE_3,216.2,0.367,42.5,17.571,0.54,49.9,ON,'2025-12-10 16:59:26
NODE_3,216.1,0.37,42.9,17.571,0.54,50,ON,'2025-12-10 16:59:36
NODE_3,216.9,0.385,43.4,17.571,0.52,50,ON,'2025-12-10 16:59:46
NODE_3,217.5,0.401,47.1,17.571,0.54,50,ON,'2025-12-10 16:59:57
NODE_3,216.3,0.375,41.6,17.571,0.51,50,ON,'2025-12-10 17:00:08
NODE_3,218.1,0.381,47.2,17.571,0.57,50,ON,'2025-12-10 17:00:19
NODE_3,216.8,0.358,41.9,17.571,0.54,50,ON,'2025-12-10 17:00:29
NODE_3,216.8,0.41,49.8,17.572,0.56,50,ON,'2025-12-10 17:00:40
NODE_3,217.3,0.36,41.4,17.572,0.53,50,ON,'2025-12-10 17:00:51
NODE_3,217.9,0.374,43,17.572,0.53,50,ON,'2025-12-10 17:01:01
NODE_3,217.9,0.37,42.5,17.572,0.53,50,ON,'2025-12-10 17:01:11
NODE_3,217.3,0.354,40.1,17.572,0.52,50,ON,'2025-12-10 17:01:22
NODE_3,217.1,0.367,43.3,17.572,0.54,50,ON,'2025-12-10 17:01:32
NODE_3,218.5,0.363,42.5,17.572,0.54,50,ON,'2025-12-10 17:01:43
NODE_3,217.9,0.364,42.5,17.573,0.54,50,ON,'2025-12-10 17:01:53
NODE_3,218.1,0.371,43.3,17.573,0.54,50.1,ON,'2025-12-10 17:02:04
NODE_3,217.6,0.38,44.3,17.573,0.54,50.1,ON,'2025-12-10 17:02:15
NODE_3,217.6,0.347,40.7,17.573,0.54,50.1,ON,'2025-12-10 17:03:00
NODE_3,217.6,0.351,40.3,17.573,0.53,50.1,ON,'2025-12-10 17:03:11
NODE_3,217.5,0.363,41.6,17.573,0.53,50.1,ON,'2025-12-10 17:03:22
NODE_3,218.6,0.358,40.3,17.574,0.51,50.1,ON,'2025-12-10 17:03:32
NODE_3,217.7,0.354,41.6,17.574,0.54,50.1,ON,'2025-12-10 17:03:43
NODE_3,217.8,0.356,42.4,17.574,0.55,50.1,ON,'2025-12-10 17:03:53
NODE_3,217.3,0.357,42.2,17.574,0.54,50.1,ON,'2025-12-10 17:04:03
NODE_3,218.1,0.345,40.1,17.574,0.53,50.1,ON,'2025-12-10 17:04:13
NODE_3,217.8,0.361,43,17.574,0.55,50,ON,'2025-12-10 17:04:23
NODE_3,217.3,0.355,42.8,17.574,0.55,50.1,ON,'2025-12-10 17:04:34
NODE_3,218.2,0.351,41.8,17.574,0.55,50,ON,'2025-12-10 17:04:44
NODE_3,218.3,0.366,43.6,17.575,0.55,50,ON,'2025-12-10 17:04:55
NODE_3,218.4,0.361,42.4,17.575,0.54,50,ON,'2025-12-10 17:05:05
NODE_3,217.9,0.353,39.9,17.575,0.52,50,ON,'2025-12-10 17:05:15
NODE_3,218.1,0.362,41.2,17.575,0.52,50,ON,'2025-12-10 17:05:25
NODE_3,218.1,0.362,42.3,17.575,0.54,50,ON,'2025-12-10 17:05:35
NODE_3,217.7,0.352,39.2,17.575,0.51,50,ON,'2025-12-10 17:05:45
NODE_3,216.6,0.351,39.7,17.575,0.52,50,ON,'2025-12-10 17:05:55
NODE_3,216.7,0.361,41.5,17.575,0.53,50,ON,'2025-12-10 17:06:05
NODE_3,216.9,0.37,43,17.576,0.54,50,ON,'2025-12-10 17:06:15
NODE_3,217.4,0.352,39.8,17.576,0.52,50,ON,'2025-12-10 17:06:25
NODE_3,217.5,0.355,41.7,17.576,0.54,50,ON,'2025-12-10 17:06:36
NODE_3,216.4,0.35,39.7,17.576,0.52,50,ON,'2025-12-10 17:06:46
NODE_3,217,0.348,39.1,17.576,0.52,50,ON,'2025-12-10 17:06:56
NODE_3,217.7,0.363,41.4,17.576,0.52,50,ON,'2025-12-10 17:07:06
NODE_3,216.7,0.369,42.6,17.576,0.53,50,ON,'2025-12-10 17:07:16
NODE_3,216.6,0.36,39.4,17.576,0.51,50,ON,'2025-12-10 17:07:27
NODE_3,217.3,0.36,40.5,17.576,0.52,50,ON,'2025-12-10 17:07:37
NODE_3,216.3,0.363,39.4,17.577,0.5,50,ON,'2025-12-10 17:07:48
NODE_3,216.3,0.362,41.3,17.577,0.53,50,ON,'2025-12-10 17:07:58
NODE_3,217.2,0.363,42.1,17.577,0.53,50,ON,'2025-12-10 17:08:08
NODE_3,217.3,0.361,40.6,17.577,0.52,50,ON,'2025-12-10 17:08:18
NODE_3,217.3,0.373,41.7,17.577,0.51,50,ON,'2025-12-10 17:08:28
NODE_3,217,0.374,41.3,17.577,0.51,50,ON,'2025-12-10 17:08:38
NODE_3,217.3,0.442,56.7,17.577,0.59,49.9,ON,'2025-12-10 17:08:48
NODE_3,216.8,0.375,44.9,17.577,0.55,49.9,ON,'2025-12-10 17:08:59
NODE_3,216.3,0.383,44.9,17.578,0.54,50,ON,'2025-12-10 17:09:09
NODE_3,215.7,0.408,47.7,17.578,0.54,49.9,ON,'2025-12-10 17:09:19
NODE_3,216.8,0.404,47.9,17.578,0.55,50,ON,'2025-12-10 17:09:31
NODE_3,216.5,0.433,54,17.578,0.58,49.9,ON,'2025-12-10 17:09:41
NODE_3,215.4,0.376,40.8,17.578,0.5,49.9,ON,'2025-12-10 17:09:51
NODE_3,216.9,0.4,47.5,17.578,0.55,49.9,ON,'2025-12-10 17:10:01
NODE_3,216.7,0.368,41,17.578,0.51,50,ON,'2025-12-10 17:10:13
NODE_3,215.6,0.41,49,17.579,0.55,49.9,ON,'2025-12-10 17:10:23
NODE_3,215.7,0.459,56.7,17.579,0.57,49.9,ON,'2025-12-10 17:10:33
NODE_3,217,0.389,49.3,17.579,0.58,49.9,ON,'2025-12-10 17:10:44
NODE_3,216.4,0.362,40,17.579,0.51,50,ON,'2025-12-10 17:10:54
NODE_3,215.8,0.384,44.5,17.579,0.54,50,ON,'2025-12-10 17:11:04
NODE_3,215.6,0.446,56.9,17.579,0.59,49.9,ON,'2025-12-10 17:11:14
NODE_3,215.6,0.398,44.2,17.579,0.52,50,ON,'2025-12-10 17:11:24
NODE_3,216.1,0.386,44.7,17.58,0.54,50,ON,'2025-12-10 17:11:34
NODE_3,216.9,0.372,43.2,17.58,0.54,50,ON,'2025-12-10 17:11:44
NODE_3,217.6,0.432,55.5,17.58,0.59,50,ON,'2025-12-10 17:11:54
NODE_3,217.1,0.401,46.1,17.58,0.53,50,ON,'2025-12-10 17:12:04
NODE_3,216.2,0.407,48.9,17.58,0.56,50,ON,'2025-12-10 17:12:14
NODE_3,217.2,0.387,44.6,17.58,0.53,50,ON,'2025-12-10 17:12:25
NODE_3,217,0.378,40.8,17.58,0.5,50,ON,'2025-12-10 17:12:36
NODE_3,216.2,0.388,42.2,17.581,0.5,50,ON,'2025-12-10 17:12:46
NODE_3,216.1,0.366,41.4,17.581,0.52,50,ON,'2025-12-10 17:12:56
NODE_3,216.8,0.376,41.2,17.581,0.51,50,ON,'2025-12-10 17:13:06
NODE_3,217.2,0.392,44.1,17.581,0.52,50,ON,'2025-12-10 17:13:16
NODE_3,215.9,0.387,45.5,17.581,0.54,50,ON,'2025-12-10 17:13:26
NODE_3,218.5,0.369,42.7,17.581,0.53,50,ON,'2025-12-10 17:13:36
NODE_3,217.4,0.377,40.9,17.581,0.5,50,ON,'2025-12-10 17:13:47
NODE_3,219.2,0.357,40.4,17.581,0.52,50,ON,'2025-12-10 17:13:57
NODE_3,217.5,0.376,42.4,17.581,0.52,50,ON,'2025-12-10 17:14:07
NODE_3,218.8,0.378,41.1,17.582,0.5,50,ON,'2025-12-10 17:14:17
NODE_3,218.3,0.385,42.1,17.582,0.5,50,ON,'2025-12-10 17:14:28
NODE_3,217.2,0.373,42.6,17.582,0.53,50,ON,'2025-12-10 17:14:40
NODE_3,218.4,0.387,41.8,17.582,0.49,50,ON,'2025-12-10 17:14:50
NODE_3,218.4,0.434,53.6,17.582,0.57,50,ON,'2025-12-10 17:15:00
NODE_3,218,0.488,64.8,17.582,0.61,50,ON,'2025-12-10 17:15:10
NODE_3,217.9,0.483,63.8,17.582,0.61,50,ON,'2025-12-10 17:15:20
NODE_3,219,0.463,58.9,17.583,0.58,50,ON,'2025-12-10 17:15:30
NODE_3,217.6,0.448,56.9,17.583,0.58,50,ON,'2025-12-10 17:15:41
NODE_3,218.9,0.442,56.3,17.583,0.58,50,ON,'2025-12-10 17:15:51
NODE_3,217.7,0.451,56.6,17.583,0.58,50,ON,'2025-12-10 17:16:01
NODE_3,219.2,0.447,55.7,17.583,0.57,50,ON,'2025-12-10 17:16:11
NODE_3,218,0.443,57.4,17.583,0.59,50,ON,'2025-12-10 17:16:21
NODE_3,218.5,0.443,57.2,17.584,0.59,50,ON,'2025-12-10 17:16:31
NODE_3,219.2,0.456,58.9,17.584,0.59,50,ON,'2025-12-10 17:16:41
NODE_3,219.1,0.445,57.7,17.584,0.59,50,ON,'2025-12-10 17:16:53
NODE_3,218.4,0.504,67.3,17.584,0.61,50,ON,'2025-12-10 17:17:03
NODE_3,216.2,0.434,56.4,17.584,0.6,50,ON,'2025-12-10 17:17:13
NODE_3,217.2,0.448,57.7,17.584,0.59,50,ON,'2025-12-10 17:17:23
NODE_3,217.4,0.402,49.4,17.585,0.57,50,ON,'2025-12-10 17:17:33
NODE_3,216.5,0.452,59.4,17.585,0.61,50,ON,'2025-12-10 17:17:44
NODE_3,218.1,0.399,49.6,17.585,0.57,50,ON,'2025-12-10 17:17:54
NODE_3,215.9,0.443,54.2,17.585,0.57,50,ON,'2025-12-10 17:18:05
NODE_3,218.3,0.444,55.3,17.585,0.57,50,ON,'2025-12-10 17:18:15
NODE_3,218.6,0.439,56.4,17.585,0.59,50,ON,'2025-12-10 17:18:25
NODE_3,217.6,0.448,56.2,17.586,0.58,50,ON,'2025-12-10 17:18:35
NODE_3,219,0.4,49.4,17.586,0.56,50,ON,'2025-12-10 17:18:46
NODE_3,217.6,0.413,50.5,17.586,0.56,50,ON,'2025-12-10 17:18:57
NODE_3,218.7,0.404,50.8,17.586,0.57,50,ON,'2025-12-10 17:19:08
NODE_3,217.8,0.406,50.3,17.586,0.57,50,ON,'2025-12-10 17:19:19
NODE_3,217.6,0.413,50.8,17.586,0.57,50,ON,'2025-12-10 17:19:29
NODE_3,218.7,0.449,56.6,17.586,0.58,50,ON,'2025-12-10 17:19:39
NODE_3,217.5,0.434,55.6,17.587,0.59,50,ON,'2025-12-10 17:19:49
NODE_3,218.2,0.446,55.4,17.587,0.57,50,ON,'2025-12-10 17:19:59
NODE_3,218.2,0.432,53.2,17.587,0.56,50,ON,'2025-12-10 17:20:09
NODE_3,218.1,0.451,57.9,17.587,0.59,50,ON,'2025-12-10 17:20:20
NODE_3,218.6,0.428,57,17.587,0.61,50,ON,'2025-12-10 17:20:30
NODE_3,217.5,0.444,56.5,17.587,0.59,50,ON,'2025-12-10 17:20:40
NODE_3,218.7,0.432,52.2,17.588,0.55,50,ON,'2025-12-10 17:20:50
NODE_3,217.2,0.483,63.8,17.588,0.61,50,ON,'2025-12-10 17:21:01
NODE_3,218.4,0.458,59,17.588,0.59,50,ON,'2025-12-10 17:21:11
NODE_3,217.1,0.443,56.9,17.588,0.59,50,ON,'2025-12-10 17:21:21
NODE_3,218.1,0.446,57.6,17.588,0.59,50,ON,'2025-12-10 17:21:32
NODE_3,217.8,0.405,49.5,17.588,0.56,50,ON,'2025-12-10 17:21:42
NODE_3,218.4,0.434,53.1,17.589,0.56,50,ON,'2025-12-10 17:21:52
NODE_3,217.6,0.444,55.6,17.589,0.58,50,ON,'2025-12-10 17:22:02
NODE_3,218.1,0.444,55.3,17.589,0.57,50,ON,'2025-12-10 17:22:13
NODE_3,217.2,0.433,53.7,17.589,0.57,50,ON,'2025-12-10 17:22:23
NODE_3,218.3,0.409,49.7,17.589,0.56,50,ON,'2025-12-10 17:22:34
NODE_3,217.7,0.43,51.9,17.589,0.55,50,ON,'2025-12-10 17:22:44
NODE_3,216.8,0.467,56.4,17.589,0.56,50,ON,'2025-12-10 17:22:54
NODE_3,217.3,0.476,62.1,17.59,0.6,50,ON,'2025-12-10 17:23:05
NODE_3,218,0.457,57.3,17.59,0.58,50,ON,'2025-12-10 17:23:16
NODE_3,218.3,0.465,58.7,17.59,0.58,50,ON,'2025-12-10 17:23:27
NODE_3,218.2,0.44,54.2,17.59,0.56,50,ON,'2025-12-10 17:23:37
NODE_3,218.2,0.442,55.2,17.59,0.57,49.9,ON,'2025-12-10 17:23:49
NODE_3,217.9,0.421,53.1,17.591,0.58,49.9,ON,'2025-12-10 17:23:59
NODE_3,217.7,0.43,52.9,17.591,0.57,50,ON,'2025-12-10 17:24:10
NODE_3,217.2,0.419,52.7,17.591,0.58,50,ON,'2025-12-10 17:24:20
NODE_3,216.7,0.44,54.6,17.591,0.57,49.9,ON,'2025-12-10 17:24:30
NODE_3,216.4,0.426,52.9,17.591,0.57,50,ON,'2025-12-10 17:24:40
NODE_3,216.3,0.423,52.8,17.591,0.58,50,ON,'2025-12-10 17:24:50
NODE_3,216.5,0.425,52,17.592,0.57,50,ON,'2025-12-10 17:25:00
NODE_3,216.4,0.434,54.1,17.592,0.58,50,ON,'2025-12-10 17:25:11
NODE_3,217,0.434,54.7,17.592,0.58,50,ON,'2025-12-10 17:25:21
NODE_3,217.9,0.446,55.8,17.592,0.57,50,ON,'2025-12-10 17:25:31
NODE_3,216.9,0.421,51.2,17.592,0.56,50,ON,'2025-12-10 17:25:42
NODE_3,217.2,0.432,52.4,17.592,0.56,50,ON,'2025-12-10 17:25:52
NODE_3,217.9,0.433,49.7,17.592,0.53,50,ON,'2025-12-10 17:26:02
NODE_3,217,0.419,48.4,17.592,0.53,50,ON,'2025-12-10 17:26:12
NODE_3,216.8,0.488,63.4,17.593,0.6,50,ON,'2025-12-10 17:26:23
NODE_3,217.3,0.455,56.6,17.593,0.57,50,ON,'2025-12-10 17:26:33
NODE_3,216.5,0.429,54.5,17.593,0.59,50,ON,'2025-12-10 17:26:43
NODE_3,217.6,0.445,56.4,17.593,0.58,50,ON,'2025-12-10 17:26:54
NODE_3,216.9,0.446,54.7,17.593,0.57,50,ON,'2025-12-10 17:27:04
NODE_3,217.6,0.446,55.8,17.593,0.57,50,ON,'2025-12-10 17:27:14
NODE_3,216.8,0.454,55.1,17.594,0.56,50,ON,'2025-12-10 17:27:25
NODE_3,217.8,0.427,53.9,17.594,0.58,50,ON,'2025-12-10 17:27:35
NODE_3,217.6,0.449,54.4,17.594,0.56,50,ON,'2025-12-10 17:27:46
NODE_3,216.5,0.429,53.6,17.594,0.58,50,ON,'2025-12-10 17:27:56
NODE_3,218.1,0.432,53.5,17.594,0.57,50,ON,'2025-12-10 17:28:06
NODE_3,216.9,0.433,54.1,17.594,0.58,50,ON,'2025-12-10 17:28:16
NODE_3,218.2,0.445,54.1,17.594,0.56,50,ON,'2025-12-10 17:28:26
NODE_3,217.1,0.441,54,17.595,0.56,50,ON,'2025-12-10 17:28:36
NODE_3,217.6,0.44,53.7,17.595,0.56,50,ON,'2025-12-10 17:28:47
NODE_3,217.6,0.442,53.6,17.595,0.56,50,ON,'2025-12-10 17:28:57
NODE_3,217.3,0.432,52.6,17.595,0.56,50,ON,'2025-12-10 17:29:07
NODE_3,217.7,0.426,53.3,17.595,0.57,50,ON,'2025-12-10 17:29:18
NODE_3,217,0.428,53.2,17.595,0.57,50,ON,'2025-12-10 17:29:29
NODE_3,217.2,0.44,53.1,17.596,0.56,50,ON,'2025-12-10 17:29:39
NODE_3,217.5,0.439,54.5,17.596,0.57,50,ON,'2025-12-10 17:29:49
NODE_3,217.5,0.432,54.8,17.596,0.58,50,ON,'2025-12-10 17:30:00
NODE_3,218.5,0.438,52.9,17.596,0.55,50,ON,'2025-12-10 17:30:11
NODE_3,218.4,0.436,54.3,17.596,0.57,50,ON,'2025-12-10 17:30:22
NODE_3,218,0.44,54.1,17.596,0.56,50,ON,'2025-12-10 17:30:34
NODE_3,217.5,0.443,54.1,17.597,0.56,50.1,ON,'2025-12-10 17:30:44
NODE_3,217.4,0.438,53.7,17.597,0.56,50,ON,'2025-12-10 17:30:55
NODE_3,217.7,0.436,51.9,17.597,0.55,50,ON,'2025-12-10 17:31:05
NODE_3,218.3,0.432,53.4,17.597,0.57,50.1,ON,'2025-12-10 17:31:15
NODE_3,218.4,0.44,53.4,17.597,0.56,50,ON,'2025-12-10 17:31:26
NODE_3,217.8,0.44,53.4,17.597,0.56,50,ON,'2025-12-10 17:31:36
NODE_3,217.9,0.44,54.3,17.597,0.57,50,ON,'2025-12-10 17:31:47
NODE_3,217.3,0.449,54.1,17.598,0.55,50,ON,'2025-12-10 17:31:57
NODE_3,217.2,0.442,54.3,17.598,0.57,50,ON,'2025-12-10 17:32:08
NODE_3,217.5,0.442,54.3,17.598,0.56,50,ON,'2025-12-10 17:32:19
NODE_3,217.3,0.458,55.6,17.598,0.56,50,ON,'2025-12-10 17:32:29
NODE_3,217.4,0.449,52.8,17.598,0.54,50,ON,'2025-12-10 17:32:39
NODE_3,217.5,0.425,52.6,17.598,0.57,50,ON,'2025-12-10 17:32:49
NODE_3,217.4,0.439,54.4,17.599,0.57,50,ON,'2025-12-10 17:33:00
NODE_3,215.9,0.44,53.9,17.599,0.57,50,ON,'2025-12-10 17:33:11
NODE_3,217,0.453,53.9,17.599,0.55,50,ON,'2025-12-10 17:33:21
NODE_3,216.3,0.451,54.7,17.599,0.56,50,ON,'2025-12-10 17:33:32
NODE_3,216.5,0.446,52.6,17.599,0.54,50,ON,'2025-12-10 17:33:42
NODE_3,216.6,0.454,55,17.599,0.56,50,ON,'2025-12-10 17:33:53
NODE_3,215.8,0.466,54.8,17.6,0.54,50,ON,'2025-12-10 17:34:03
NODE_3,216.7,0.45,53,17.6,0.54,50,ON,'2025-12-10 17:34:13
NODE_3,215.8,0.453,53.7,17.6,0.55,50,ON,'2025-12-10 17:34:23
NODE_3,216.1,0.46,56.8,17.6,0.57,50,ON,'2025-12-10 17:34:33
NODE_3,216.8,0.465,53.6,17.6,0.53,50,ON,'2025-12-10 17:34:44
NODE_3,216.5,0.458,53,17.6,0.53,50,ON,'2025-12-10 17:34:54
NODE_3,216.1,0.445,53.8,17.6,0.56,50,ON,'2025-12-10 17:35:06
NODE_3,215.7,0.45,54,17.601,0.56,50,ON,'2025-12-10 17:35:16
NODE_3,216.1,0.454,52.6,17.601,0.54,50,ON,'2025-12-10 17:35:26
NODE_3,216.3,0.46,53.4,17.601,0.54,50,ON,'2025-12-10 17:35:37
NODE_3,216.1,0.444,54.3,17.601,0.57,49.9,ON,'2025-12-10 17:35:48
NODE_3,215.9,0.45,52.7,17.601,0.54,50,ON,'2025-12-10 17:35:59
NODE_3,215.3,0.456,52.7,17.602,0.54,50,ON,'2025-12-10 17:36:10
NODE_3,214.8,0.445,50.1,17.602,0.52,49.9,ON,'2025-12-10 17:36:20
NODE_3,215.2,0.457,50.8,17.602,0.52,49.9,ON,'2025-12-10 17:36:30
NODE_3,216.1,0.446,48.1,17.602,0.5,49.9,ON,'2025-12-10 17:36:40
NODE_3,215,0.439,47.5,17.602,0.5,49.9,ON,'2025-12-10 17:36:51
NODE_3,215.5,0.455,50.2,17.602,0.51,50,ON,'2025-12-10 17:37:02
NODE_3,215.4,0.45,49,17.602,0.51,50,ON,'2025-12-10 17:37:13
NODE_3,214.8,0.463,49,17.602,0.49,49.9,ON,'2025-12-10 17:37:23
NODE_3,215.8,0.487,57.1,17.603,0.54,49.9,ON,'2025-12-10 17:37:33
NODE_3,214.9,0.484,55.2,17.603,0.53,49.9,ON,'2025-12-10 17:37:43
NODE_3,214.6,0.433,45.6,17.603,0.49,49.9,ON,'2025-12-10 17:38:22
NODE_3,214.3,0.456,48.7,17.604,0.5,49.9,ON,'2025-12-10 17:39:17
NODE_3,214.2,0.422,44.2,17.604,0.49,49.9,ON,'2025-12-10 17:39:27
NODE_3,213.9,0.426,44.5,17.604,0.49,49.9,ON,'2025-12-10 17:39:37
NODE_3,214,0.458,49,17.604,0.5,49.9,ON,'2025-12-10 17:39:47
NODE_3,214.9,0.424,44.1,17.605,0.48,49.9,ON,'2025-12-10 17:39:57
NODE_3,215.4,0.48,53.5,17.605,0.52,49.9,ON,'2025-12-10 17:40:07
NODE_3,215.6,0.473,50.8,17.605,0.5,49.9,ON,'2025-12-10 17:40:17
NODE_3,215,0.481,52,17.605,0.5,49.9,ON,'2025-12-10 17:40:27
NODE_3,215,0.467,51.3,17.605,0.51,49.9,ON,'2025-12-10 17:40:38
NODE_3,214.9,0.46,49.2,17.605,0.5,49.9,ON,'2025-12-10 17:40:49
NODE_3,213.3,0.519,58.1,17.605,0.52,49.9,ON,'2025-12-10 17:40:59
NODE_3,213.1,0.455,48.5,17.605,0.5,49.9,ON,'2025-12-10 17:41:10
NODE_3,214,0.464,49.7,17.606,0.5,49.9,ON,'2025-12-10 17:41:20
NODE_3,214.5,0.458,49.1,17.606,0.5,49.9,ON,'2025-12-10 17:41:31
NODE_3,213.7,0.454,48.1,17.606,0.5,49.9,ON,'2025-12-10 17:41:41
NODE_3,213,0.442,47.1,17.606,0.5,49.9,ON,'2025-12-10 17:41:51
NODE_3,213.6,0.458,48.8,17.606,0.5,49.9,ON,'2025-12-10 17:42:01
NODE_3,214.3,0.445,48,17.606,0.5,49.9,ON,'2025-12-10 17:42:11
NODE_3,214.1,0.438,46.2,17.607,0.49,49.9,ON,'2025-12-10 17:42:21
NODE_3,213.7,0.471,50.5,17.607,0.5,49.9,ON,'2025-12-10 17:42:31
NODE_3,213.1,0.433,45.4,17.607,0.49,49.9,ON,'2025-12-10 17:42:41
NODE_3,213.6,0.426,44.7,17.607,0.49,49.9,ON,'2025-12-10 17:42:51
NODE_3,214,0.458,48.9,17.607,0.5,49.9,ON,'2025-12-10 17:43:01
NODE_3,213.7,0.425,44.3,17.607,0.49,49.9,ON,'2025-12-10 17:43:12
NODE_3,213.7,0.421,43.5,17.607,0.48,49.8,ON,'2025-12-10 17:43:22
NODE_3,213.4,0.425,44.2,17.607,0.49,49.8,ON,'2025-12-10 17:43:32
NODE_3,213.3,0.448,47,17.607,0.49,49.9,ON,'2025-12-10 17:43:42
NODE_3,213.7,0.441,46.7,17.608,0.5,49.9,ON,'2025-12-10 17:43:53
NODE_3,213.5,0.423,44.4,17.608,0.49,49.9,ON,'2025-12-10 17:44:03
NODE_3,214.1,0.446,46.7,17.608,0.49,49.9,ON,'2025-12-10 17:44:13
NODE_3,213.9,0.428,45.1,17.608,0.49,49.9,ON,'2025-12-10 17:44:24
NODE_3,213.8,0.418,43.1,17.608,0.48,49.9,ON,'2025-12-10 17:44:35
NODE_3,213.9,0.448,47.3,17.608,0.49,49.9,ON,'2025-12-10 17:44:45
NODE_3,213.3,0.413,42.2,17.608,0.48,49.8,ON,'2025-12-10 17:44:55
NODE_3,212.9,0.438,45.2,17.609,0.48,49.9,ON,'2025-12-10 17:45:05
NODE_3,213,0.45,47.3,17.609,0.49,49.9,ON,'2025-12-10 17:45:15
NODE_3,213.2,0.402,41.6,17.609,0.49,49.9,ON,'2025-12-10 17:45:25
